review,rating,date,bank,source,cleaned_review,theme_cluster
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,dashen,Google Play,bad mobile banking experience work need randomly update warn transaction want nightmare rely main banking option especially lot money account lucky infuriate able access money need,4
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,dashen,Google Play,experience app bank ethiopia dashen sup like old version application give star low speed login processing,4
proud by dashen bank,5,2025-04-06,dashen,Google Play,proud dashen bank,4
best,5,2025-04-06,dashen,Google Play,well,4
best of best,5,2025-04-05,dashen,Google Play,good good,3
nice,5,2025-04-04,dashen,Google Play,nice,4
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,dashen,Google Play,app work turn developer mode phone take right use,4
real super up,5,2025-04-04,dashen,Google Play,real super,4
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,dashen,Google Play,disappointing fix soon possible expect dashin bank fix,4
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,dashen,Google Play,dashen bank worker hide atm card big problem,4
good,5,2025-04-04,dashen,Google Play,good,3
tanku,5,2025-04-04,dashen,Google Play,tanku,4
very nice,5,2025-04-04,dashen,Google Play,nice,4
perfect,5,2025-04-03,dashen,Google Play,perfect,4
goood,5,2025-04-02,dashen,Google Play,goood,4
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,dashen,Google Play,ask pin opt opt touch let,4
it is best app easy to use,5,2025-04-01,dashen,Google Play,good app easy use,4
It is very easy to use and powerful application.,3,2025-04-01,dashen,Google Play,easy use powerful application,4
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-04-01,dashen,Google Play,app good feature feature like developer mode turn irritate user,4
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,dashen,Google Play,mobile banking app access account easily able information easily exchage rate able chat able budget able transfer bank dashen able access account single app able pay bill scan able payment order delivery item single app step ahead,4
wallahi very fantastic Bank,5,2025-03-31,dashen,Google Play,wallahi fantastic bank,4
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,dashen,Google Play,waw amazing app thank dashen bank,4
ok,5,2025-03-30,dashen,Google Play,,4
nice app,5,2025-03-29,dashen,Google Play,nice app,4
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,dashen,Google Play,dashen bank super app game changer app super fast reliable issue transaction delay favorite feature chat banking make easy thing like check balance transfer money type quick message budgeting tool useful help track spending give clear picture,4
good,5,2025-03-28,dashen,Google Play,good,3
nice application,4,2025-03-27,dashen,Google Play,nice application,4
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,dashen,Google Play,good app like fast easy use,4
best experiences,5,2025-03-26,dashen,Google Play,good experience,3
too slow to use.,1,2025-03-26,dashen,Google Play,slow use,4
ጥሩ ነው,5,2025-03-25,dashen,Google Play,,4
the worst app in the market only good ui,1,2025-03-22,dashen,Google Play,bad app market good,1
nic,5,2025-03-22,dashen,Google Play,nic,4
በጣም ቅልል ያለ አፕ በርቱልን ለአጠቃቀም ምቹ,5,2025-03-22,dashen,Google Play,በጣም ቅልል በርቱልን ለአጠቃቀም,4
thanks for all digital transaction,5,2025-03-21,dashen,Google Play,thank digital transaction,4
Good,4,2025-03-21,dashen,Google Play,good,3
Best,5,2025-03-20,dashen,Google Play,well,4
Good,5,2025-03-20,dashen,Google Play,good,3
"This app is not supporting smart phones that have old android version and so it is none inclusive. At the same time the amole lite is not working properly and once you reached to maximum otp trail mistakes due to network or other errors like stacks , you will be tied up to make Transactions. Ohh... tired!!!!!",1,2025-03-20,dashen,Google Play,app support smart phone old android version inclusive time amole lite work properly reach maximum otp trail mistake network error like stack tie transaction ohh tired,4
it's Be Come Busy &not working good,1,2025-03-20,dashen,Google Play,come busy work good,4
I wanted to share some concerns about your Supper App. It appears to be experiencing reliability issues and isn’t performing as expected. I hope this can be addressed soon to improve the user experience. One star 🌟 for now.,1,2025-03-19,dashen,Google Play,want share concern supper app appear experience reliability issue perform expect hope address soon improve user experience star,4
"best ever digital banking sector essay for understanding ,smart and convince for using",5,2025-03-19,dashen,Google Play,well digital banking sector essay understanding smart convince,4
good and latest,5,2025-03-18,dashen,Google Play,good late,4
The best App of all,5,2025-03-17,dashen,Google Play,good app,3
Worst app ever,1,2025-03-15,dashen,Google Play,bad app,1
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,dashen,Google Play,app unreliable mobile banking application transaction late non responsive bug disappointing inconvinient user friendly compatabke,4
Naiycapp,5,2025-03-14,dashen,Google Play,naiycapp,4
Good,5,2025-03-13,dashen,Google Play,good,3
The app is good but it has no USSD option,4,2025-03-13,dashen,Google Play,app good ussd option,4
Hey great,5,2025-03-12,dashen,Google Play,hey great,4
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,dashen,Google Play,mobile banking tellebir mpesa come close app dashen step head lot cool feature amole receipt account statement superb hope add integrate small app,4
The app is good but it ask update every week so tiring,2,2025-03-11,dashen,Google Play,app good ask update week tire,4
It good and easy to use,5,2025-03-11,dashen,Google Play,good easy use,4
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,dashen,Google Play,በጣም አሪፍ መተግበሪያ አመሠግናለሁ,4
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,dashen,Google Play,greately improve release like budget expense tegistration feature atm pos withdrawal possible account expense visible transaction window work improve,4
Excellent,5,2025-03-10,dashen,Google Play,excellent,4
Good,5,2025-03-08,dashen,Google Play,good,3
Wow Excellent app,5,2025-03-08,dashen,Google Play,wow excellent app,4
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,dashen,Google Play,nice app experience issue bank transfer keep say account exist time,4
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,dashen,Google Play,add option send money telebirr account like amole,2
It's best,5,2025-03-08,dashen,Google Play,good,3
no one dashen yichlal,5,2025-03-07,dashen,Google Play,dashen yichlal,4
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,dashen,Google Play,short proud app developer high professional develop thank,4
The speed is too slow. Need some improvements.,2,2025-03-06,dashen,Google Play,speed slow need improvement,4
good app,5,2025-03-04,dashen,Google Play,good app,3
Fantastic app,5,2025-03-01,dashen,Google Play,fantastic app,4
Good,5,2025-02-28,dashen,Google Play,good,3
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,dashen,Google Play,wish dark mode feature add option good app,4
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,dashen,Google Play,super ultimate digital banking app live speed efficiency innovation design seamless experience offer lightning fast transaction tier security effortless financial management super banking smooth smart super,4
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,dashen,Google Play,dashen super app game changer digital banking offer seamless convenient experience user friendly interface fast transaction wide range financial service simplify banking customer feature like bill payment fund transfer mobile up loan application solution plus security measure ensure safe reliable experiance effortless banking,4
ከጰነጨየጠ,2,2025-02-26,dashen,Google Play,ከጰነጨየጠ,4
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,dashen,Google Play,good feature slow difficult pay receive speed improve recommend,4
Excellent app,5,2025-02-24,dashen,Google Play,excellent app,4
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,dashen,Google Play,አፕልኬሽኑ አሪፍ ቴሌብር ወደራስ ለምን እንደ ድሮው ለሰውም መላክ ቢቻል,4
No good,1,2025-02-22,dashen,Google Play,good,3
Wow amazing app,5,2025-02-21,dashen,Google Play,wow amazing app,4
best platform... Please avoid otp,5,2025-02-21,dashen,Google Play,good platform avoid otp,4
Super smart app.,5,2025-02-18,dashen,Google Play,super smart app,4
best 👍👍,5,2025-02-16,dashen,Google Play,good,3
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,dashen,Google Play,know happen application send verification pass code fix,4
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,dashen,Google Play,app work phone phone samsung galaxy android version financial app work like telebirr cbe,4
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,dashen,Google Play,dashen super app secure easy use service uniquely like budgeting chat ips,4
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,dashen,Google Play,amazing user friendly supper app look forward additional feature,4
it's amazing app i have seen ever,5,2025-02-13,dashen,Google Play,amazing app see,4
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,dashen,Google Play,star deduct able transfer telebirr,4
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,dashen,Google Play,በደንብ ሊሸሻል ይገባል,4
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,dashen,Google Play,ፍጥነቱ በጣም አሪፍ ቀለል ነገር ተጨማሪ ቴሌብር ኤጀንት መላኪያ ቢካተትበት,4
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,dashen,Google Play,good work plea add water electric utility payment,4
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,dashen,Google Play,app miss important feature recent transaction transfer telebirr limit telebirr statement run balance,4
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,dashen,Google Play,simple fast easy,4
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,dashen,Google Play,የሚገርም aplication ነገር ትራንስፈር ሲደረግ መሆኑ risk አለው ትራንስፈር መደምደሚያ መሆን አለበት ቢስተካከል star አስከዛው ሰጥቻለው,4
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,dashen,Google Play,baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,4
Good,5,2025-02-07,dashen,Google Play,good,3
It doesn't work,1,2025-02-07,dashen,Google Play,work,4
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,dashen,Google Play,dashen super app super easy use secure fast transaction love,4
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,dashen,Google Play,try new dash bank super app today amazingly easy recommend download use like,4
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,dashen,Google Play,gud app kegza mezmn endze new aind ermjh kedme nachu hlam,4
"Good app, bad security",3,2025-02-06,dashen,Google Play,good app bad security,4
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,dashen,Google Play,transaction page send transaction try include receive transaction,4
Wonderful Application 😍,5,2025-02-05,dashen,Google Play,wonderful application,4
I loved it,5,2025-02-05,dashen,Google Play,love,4
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,dashen,Google Play,አሁን አንድ እርምጃ ቀደማችው,4
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,dashen,Google Play,thankful have good app dashen step ahead,4
Not good this app,1,2025-02-04,dashen,Google Play,good app,3
Best app,5,2025-02-04,dashen,Google Play,good app,3
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,dashen,Google Play,excellent app need improvement speed transaction list,4
Perfect,5,2025-02-02,dashen,Google Play,perfect,4
"It does not work functional ,",1,2025-02-02,dashen,Google Play,work functional,4
Ok,5,2025-02-02,dashen,Google Play,,4
all of dashen bank customers use the application it is good to use,5,2025-02-01,dashen,Google Play,dashen bank customer use application good use,4
Gret experience,5,2025-02-01,dashen,Google Play,gret experience,4
All good we need more,3,2025-01-31,dashen,Google Play,good need,3
"Dashen super app is easy to use, fast and robust",5,2025-01-31,dashen,Google Play,dashen super app easy use fast robust,4
it was amazing app.....thank you dashen bank....,5,2025-01-30,dashen,Google Play,amazing app thank dashen bank,4
Dashen bank super app for easy life.,5,2025-01-30,dashen,Google Play,dashen bank super app easy life,4
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,dashen,Google Play,excellent banking service,4
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,dashen,Google Play,send oher bank የሚለዉ ዉስጥ ገብተን addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር መጠየቅ ያለበት ይመስለኛል,4
Best,5,2025-01-29,dashen,Google Play,well,4
Just Wow,5,2025-01-29,dashen,Google Play,wow,4
mobile banking to the next level,5,2025-01-28,dashen,Google Play,mobile banking level,4
Nice,5,2025-01-25,dashen,Google Play,nice,4
The first 3 star review is me,3,2025-01-25,dashen,Google Play,star review,4
Is not working,1,2025-01-25,dashen,Google Play,work,4
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,dashen,Google Play,fast reliable user friendly amazing chatting feature step ahead,4
V good ❗️,5,2025-01-24,dashen,Google Play,good,3
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,dashen,Google Play,app literally good thing chat banking easy text super smooth fast honestly life saverif download miss big time,4
I only see white page,2,2025-01-23,dashen,Google Play,white page,4
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,dashen,Google Play,excellent banking app need need physical branch use dashen bank super app instead issue dashen bank super app handle swiftly resolve satisfaction write review app bank highly recommend,4
Amizing Application 😍,5,2025-01-22,dashen,Google Play,amize application,4
Fastest and easy to use,5,2025-01-22,dashen,Google Play,fast easy use,4
Ok,5,2025-01-21,dashen,Google Play,,4
ጥሩ ነው,5,2025-01-21,dashen,Google Play,,4
ስም ብቻ 😏,2,2025-01-21,dashen,Google Play,,4
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,dashen,Google Play,exellent app exellent banking system exellent bank,4
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,dashen,Google Play,amazing app use usual option transfer telebirr pesa available amole app omit dasheen favourite,4
Needs some improvement,5,2025-01-20,dashen,Google Play,need improvement,4
Amazing,5,2025-01-20,dashen,Google Play,amazing,4
Amazing super app,5,2025-01-19,dashen,Google Play,amazing super app,4
I hope it will be better than amole,5,2025-01-18,dashen,Google Play,hope well amole,4
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,dashen,Google Play,wly super app ilove,4
Wow,5,2025-01-17,dashen,Google Play,wow,4
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,dashen,Google Play,dashen yichalal ewnetem step head,4
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,dashen,Google Play,good performance need upgrade performance like login account fast balance thing look good carry thank great service,4
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,dashen,Google Play,wonderful work save time step ahead,4
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,dashen,Google Play,life change imagine go traditional banking app convenient,4
Pro max,5,2025-01-17,dashen,Google Play,pro max,4
The most good app and easy,5,2025-01-16,dashen,Google Play,good app easy,4
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,dashen,Google Play,excellent user friendly app excellence make step ahead dashen bank step ahead,4
